2025-05-20 12:22:48Z | admin | GetAll | Form | ID: 0 | Sin detalles
2025-05-20 14:07:54Z | admin | GetAll | Form | ID: 0 | Sin detalles
2025-05-20 14:08:19Z | admin | Create | Form | ID: 10 | Se creó una entidad de tipo Form
2025-05-20 14:08:35Z | admin | Update | Form | ID: 10 | Entidad actualizada
2025-05-20 14:08:35Z | admin | GetAll | Form | ID: 0 | Sin detalles
2025-05-20 14:08:41Z | admin | Logical Delete | Form | ID: 10 | Sin detalles
2025-05-20 14:08:41Z | admin | GetAll | Form | ID: 0 | Sin detalles
2025-05-20 14:08:47Z | admin | Recover | Form | ID: 10 | Sin detalles
2025-05-20 14:08:48Z | admin | GetAll | Form | ID: 0 | Sin detalles
2025-05-20 14:08:55Z | admin | Delete | Form | ID: 10 | Sin detalles
2025-05-20 14:09:04Z | admin | GetAll | Module | ID: 0 | Sin detalles
2025-05-20 14:09:05Z | admin | GetAll | Form | ID: 0 | Sin detalles
2025-05-20 14:09:13Z | admin | GetAll | Module | ID: 0 | Sin detalles
2025-05-20 14:09:35Z | admin | Create | Module | ID: 2 | Se creó una entidad de tipo Module
2025-05-20 14:09:41Z | admin | Update | Module | ID: 2 | Entidad actualizada
2025-05-20 14:09:41Z | admin | GetAll | Module | ID: 0 | Sin detalles
2025-05-20 14:09:45Z | admin | Logical Delete | Module | ID: 2 | Sin detalles
2025-05-20 14:09:45Z | admin | GetAll | Module | ID: 0 | Sin detalles
2025-05-20 14:09:48Z | admin | Recover | Module | ID: 2 | Sin detalles
2025-05-20 14:09:48Z | admin | GetAll | Module | ID: 0 | Sin detalles
2025-05-20 14:09:51Z | admin | Delete | Module | ID: 2 | Sin detalles
2025-05-20 14:09:52Z | admin | GetAll | Permission | ID: 0 | Sin detalles
2025-05-20 14:10:13Z | admin | Create | Permission | ID: 8 | Se creó una entidad de tipo Permission
2025-05-20 14:10:20Z | admin | Update | Permission | ID: 8 | Entidad actualizada
2025-05-20 14:10:20Z | admin | GetAll | Permission | ID: 0 | Sin detalles
2025-05-20 14:10:24Z | admin | Logical Delete | Permission | ID: 8 | Sin detalles
2025-05-20 14:10:24Z | admin | GetAll | Permission | ID: 0 | Sin detalles
2025-05-20 14:10:27Z | admin | Recover | Permission | ID: 8 | Sin detalles
2025-05-20 14:10:27Z | admin | GetAll | Permission | ID: 0 | Sin detalles
2025-05-20 14:10:30Z | admin | Delete | Permission | ID: 8 | Sin detalles
2025-05-20 14:10:34Z | admin | GetAll | rol | ID: 0 | Sin detalles
2025-05-20 14:10:51Z | admin | Create | rol | ID: 3 | Se creó una entidad de tipo rol
2025-05-20 14:10:56Z | admin | Update | rol | ID: 3 | Entidad actualizada
2025-05-20 14:10:56Z | admin | GetAll | rol | ID: 0 | Sin detalles
2025-05-20 14:10:58Z | admin | Logical Delete | rol | ID: 3 | Sin detalles
2025-05-20 14:10:58Z | admin | GetAll | rol | ID: 0 | Sin detalles
2025-05-20 14:11:07Z | admin | Recover | rol | ID: 3 | Sin detalles
2025-05-20 14:11:07Z | admin | GetAll | rol | ID: 0 | Sin detalles
2025-05-20 14:14:39Z | admin | GetAll | rol | ID: 0 | Sin detalles
2025-05-20 14:14:43Z | admin | Logical Delete | rol | ID: 3 | Sin detalles
2025-05-20 14:14:43Z | admin | GetAll | rol | ID: 0 | Sin detalles
2025-05-20 14:14:47Z | admin | Recover | rol | ID: 3 | Sin detalles
2025-05-20 14:14:47Z | admin | GetAll | rol | ID: 0 | Sin detalles
2025-05-20 14:14:50Z | admin | Delete | rol | ID: 3 | Sin detalles
2025-05-20 14:14:51Z | admin | GetAll | Person | ID: 0 | Sin detalles
2025-05-20 14:15:16Z | admin | Create | Person | ID: 3 | Se creó una entidad de tipo Person
2025-05-20 14:15:22Z | admin | Update | Person | ID: 3 | Entidad actualizada
2025-05-20 14:15:22Z | admin | GetAll | Person | ID: 0 | Sin detalles
2025-05-20 14:15:26Z | admin | Logical Delete | Person | ID: 3 | Sin detalles
2025-05-20 14:15:26Z | admin | GetAll | Person | ID: 0 | Sin detalles
2025-05-20 14:15:28Z | admin | Recover | Person | ID: 3 | Sin detalles
2025-05-20 14:15:28Z | admin | GetAll | Person | ID: 0 | Sin detalles
2025-05-20 14:15:30Z | admin | Delete | Person | ID: 3 | Sin detalles
2025-05-20 14:15:32Z | admin | GetAll | Person | ID: 0 | Sin detalles
2025-05-20 14:18:49Z | admin | GetAll | Person | ID: 0 | Sin detalles
2025-05-20 14:18:50Z | admin | GetAll | Person | ID: 0 | Sin detalles
2025-05-20 14:18:52Z | admin | GetAll | Person | ID: 0 | Sin detalles
2025-05-20 14:18:57Z | admin | GetAll | Person | ID: 0 | Sin detalles
2025-05-20 14:18:58Z | admin | GetAll | Person | ID: 0 | Sin detalles
2025-05-20 14:22:26Z | admin | GetAll | Person | ID: 0 | Sin detalles
2025-05-20 14:23:22Z | admin | GetAll | Person | ID: 0 | Sin detalles
2025-05-20 14:23:34Z | admin | GetAll | Person | ID: 0 | Sin detalles
2025-05-20 14:23:35Z | admin | GetAll | Person | ID: 0 | Sin detalles
2025-05-20 14:23:36Z | admin | GetAll | rol | ID: 0 | Sin detalles
2025-05-20 14:24:37Z | admin | GetAll | Person | ID: 0 | Sin detalles
2025-05-20 14:24:39Z | admin | GetAll | rol | ID: 0 | Sin detalles
2025-05-20 14:24:41Z | admin | GetAll | Permission | ID: 0 | Sin detalles
2025-05-20 14:24:42Z | admin | GetAll | rol | ID: 0 | Sin detalles
2025-05-20 14:24:43Z | admin | GetAll | Person | ID: 0 | Sin detalles
2025-05-20 14:24:44Z | admin | GetAll | Person | ID: 0 | Sin detalles
2025-05-20 14:25:05Z | admin | GetAll | Person | ID: 0 | Sin detalles
2025-05-20 14:25:06Z | admin | GetAll | Person | ID: 0 | Sin detalles
2025-05-20 14:25:13Z | admin | GetAll | rol | ID: 0 | Sin detalles
2025-05-20 14:25:15Z | admin | GetAll | Person | ID: 0 | Sin detalles
2025-05-20 14:25:17Z | admin | GetAll | rol | ID: 0 | Sin detalles
2025-05-20 14:25:48Z | admin | GetAll | Person | ID: 0 | Sin detalles
2025-05-20 14:25:49Z | admin | GetAll | rol | ID: 0 | Sin detalles
2025-05-20 14:25:50Z | admin | GetAll | Person | ID: 0 | Sin detalles
2025-05-20 14:25:53Z | admin | GetAll | rol | ID: 0 | Sin detalles
2025-05-20 14:32:44Z | admin | GetAll | rol | ID: 0 | Sin detalles
2025-05-20 14:35:21Z | admin | GetAll | rol | ID: 0 | Sin detalles
2025-05-20 14:41:40Z | admin | GetAll | rol | ID: 0 | Sin detalles
2025-05-20 14:43:28Z | admin | GetAll | rol | ID: 0 | Sin detalles
2025-05-20 14:44:44Z | admin | GetAll | rol | ID: 0 | Sin detalles
2025-05-20 14:50:02Z | admin | GetAll | rol | ID: 0 | Sin detalles
2025-05-20 14:50:17Z | admin | GetAll | Person | ID: 0 | Sin detalles
2025-05-20 14:50:17Z | admin | GetAll | rol | ID: 0 | Sin detalles
2025-05-20 14:50:21Z | admin | GetAll | Form | ID: 0 | Sin detalles
2025-05-20 14:50:21Z | admin | GetAll | Module | ID: 0 | Sin detalles
2025-05-20 14:50:22Z | admin | GetAll | Permission | ID: 0 | Sin detalles
2025-05-20 14:50:22Z | admin | GetAll | rol | ID: 0 | Sin detalles
2025-05-20 14:50:23Z | admin | GetAll | Person | ID: 0 | Sin detalles
2025-05-20 14:50:24Z | admin | GetAll | Person | ID: 0 | Sin detalles
2025-05-20 14:50:25Z | admin | GetAll | rol | ID: 0 | Sin detalles
2025-05-20 14:50:30Z | admin | GetAll | Form | ID: 0 | Sin detalles
2025-05-20 14:50:58Z | admin | GetAll | Person | ID: 0 | Sin detalles
2025-05-20 14:51:00Z | admin | GetAll | rol | ID: 0 | Sin detalles
2025-05-20 14:51:01Z | admin | GetAll | Person | ID: 0 | Sin detalles
2025-05-20 14:51:02Z | admin | GetAll | rol | ID: 0 | Sin detalles
2025-05-20 14:51:04Z | admin | GetAll | Person | ID: 0 | Sin detalles
2025-05-20 14:51:05Z | admin | GetAll | rol | ID: 0 | Sin detalles
2025-05-20 14:51:19Z | admin | GetAll | Person | ID: 0 | Sin detalles
2025-05-20 14:51:20Z | admin | GetAll | rol | ID: 0 | Sin detalles
2025-05-20 14:51:33Z | admin | GetAll | Person | ID: 0 | Sin detalles
2025-05-20 14:51:34Z | admin | GetAll | rol | ID: 0 | Sin detalles
2025-05-20 14:51:57Z | admin | GetAll | rol | ID: 0 | Sin detalles
2025-05-20 14:51:58Z | admin | GetAll | rol | ID: 0 | Sin detalles
2025-05-20 14:54:10Z | admin | GetAll | rol | ID: 0 | Sin detalles
2025-05-20 14:54:12Z | admin | GetAll | Form | ID: 0 | Sin detalles
2025-05-20 14:54:13Z | admin | GetAll | Module | ID: 0 | Sin detalles
2025-05-20 14:54:14Z | admin | GetAll | Permission | ID: 0 | Sin detalles
2025-05-20 14:54:15Z | admin | GetAll | rol | ID: 0 | Sin detalles
2025-05-20 14:54:17Z | admin | GetAll | Person | ID: 0 | Sin detalles
2025-05-20 14:54:19Z | admin | GetAll | Person | ID: 0 | Sin detalles
2025-05-20 14:54:22Z | admin | GetAll | rol | ID: 0 | Sin detalles
2025-05-20 14:54:25Z | admin | GetAll | Form | ID: 0 | Sin detalles
2025-05-20 14:54:34Z | admin | GetAll | Module | ID: 0 | Sin detalles
2025-05-20 14:54:37Z | admin | GetAll | Permission | ID: 0 | Sin detalles
2025-05-20 14:54:39Z | admin | GetAll | rol | ID: 0 | Sin detalles
2025-05-20 14:54:40Z | admin | GetAll | Person | ID: 0 | Sin detalles
2025-05-20 14:54:44Z | admin | GetAll | Person | ID: 0 | Sin detalles
2025-05-20 14:54:45Z | admin | GetAll | Form | ID: 0 | Sin detalles
2025-05-20 15:01:16Z | admin | GetById | RolFormPermission | ID: 1 | Sin detalles
2025-05-22 18:18:30Z | usuario | GetAll | Form | ID: 0 | Sin detalles
2025-05-22 18:18:41Z | usuario | GetAll | Module | ID: 0 | Sin detalles
2025-05-22 18:18:43Z | usuario | GetAll | Permission | ID: 0 | Sin detalles
2025-05-22 18:18:45Z | usuario | GetAll | rol | ID: 0 | Sin detalles
2025-05-22 18:18:47Z | usuario | GetAll | Form | ID: 0 | Sin detalles
2025-05-22 18:18:54Z | usuario | GetAll | Module | ID: 0 | Sin detalles
2025-05-22 18:18:55Z | usuario | GetAll | Permission | ID: 0 | Sin detalles
2025-05-22 18:18:55Z | usuario | GetAll | rol | ID: 0 | Sin detalles
2025-05-22 18:18:56Z | usuario | GetAll | Person | ID: 0 | Sin detalles
2025-05-22 18:18:57Z | usuario | GetAll | Person | ID: 0 | Sin detalles
2025-05-22 18:18:57Z | usuario | GetAll | rol | ID: 0 | Sin detalles
2025-05-22 18:19:00Z | usuario | GetAll | Form | ID: 0 | Sin detalles
2025-05-22 18:19:22Z | usuario | GetAll | Module | ID: 0 | Sin detalles
2025-05-22 18:19:22Z | usuario | GetAll | Form | ID: 0 | Sin detalles
2025-05-22 18:20:02Z | usuario | GetAll | Form | ID: 0 | Sin detalles
2025-05-22 18:20:03Z | usuario | GetAll | Form | ID: 0 | Sin detalles
2025-05-22 18:20:07Z | usuario | GetAll | Form | ID: 0 | Sin detalles
2025-05-22 18:20:28Z | usuario | GetAll | Module | ID: 0 | Sin detalles
2025-05-22 18:20:30Z | usuario | GetAll | Form | ID: 0 | Sin detalles
2025-05-22 18:20:35Z | usuario | GetAll | Module | ID: 0 | Sin detalles
2025-05-22 18:20:43Z | usuario | GetAll | Permission | ID: 0 | Sin detalles
2025-05-22 18:20:44Z | usuario | GetAll | rol | ID: 0 | Sin detalles
2025-05-22 18:20:45Z | usuario | GetAll | Person | ID: 0 | Sin detalles
2025-05-22 18:20:46Z | usuario | GetAll | Person | ID: 0 | Sin detalles
2025-05-22 18:21:14Z | usuario | GetAll | Permission | ID: 0 | Sin detalles
2025-05-22 18:21:15Z | usuario | GetAll | Form | ID: 0 | Sin detalles
2025-05-22 18:21:17Z | usuario | GetAll | Module | ID: 0 | Sin detalles
2025-05-22 18:21:18Z | usuario | GetAll | Form | ID: 0 | Sin detalles
2025-05-22 18:21:18Z | usuario | GetAll | Module | ID: 0 | Sin detalles
2025-05-22 18:21:19Z | usuario | GetAll | Form | ID: 0 | Sin detalles
2025-05-22 18:32:59Z | usuario | GetAll | Form | ID: 0 | Sin detalles
2025-05-22 18:32:59Z | usuario | GetAll | Module | ID: 0 | Sin detalles
2025-05-22 18:33:00Z | usuario | GetAll | Permission | ID: 0 | Sin detalles
2025-05-22 18:33:04Z | usuario | GetAll | Form | ID: 0 | Sin detalles
2025-05-22 18:33:06Z | usuario | GetAll | Module | ID: 0 | Sin detalles
2025-05-22 18:33:08Z | usuario | GetAll | Permission | ID: 0 | Sin detalles
2025-05-22 18:33:09Z | usuario | GetAll | rol | ID: 0 | Sin detalles
2025-05-22 18:33:10Z | usuario | GetAll | Form | ID: 0 | Sin detalles
2025-05-22 18:33:15Z | usuario | GetAll | Module | ID: 0 | Sin detalles
2025-05-22 18:33:16Z | usuario | GetAll | Form | ID: 0 | Sin detalles
2025-05-22 18:36:18Z | usuario | GetAll | Form | ID: 0 | Sin detalles
2025-05-22 18:36:50Z | usuario | GetAll | Module | ID: 0 | Sin detalles
2025-05-22 18:36:51Z | usuario | GetAll | Form | ID: 0 | Sin detalles
2025-05-22 18:37:43Z | usuario | GetAll | Form | ID: 0 | Sin detalles
2025-05-22 18:37:46Z | usuario | GetAll | Module | ID: 0 | Sin detalles
2025-05-22 18:37:49Z | usuario | GetAll | Form | ID: 0 | Sin detalles
2025-05-22 18:37:58Z | usuario | GetAll | Form | ID: 0 | Sin detalles
2025-05-23 20:57:24Z | admin | GetAll | Module | ID: 0 | Sin detalles
2025-05-23 21:00:27Z | admin | GetAll | Module | ID: 0 | Sin detalles
2025-05-23 21:00:28Z | admin | GetAll | Form | ID: 0 | Sin detalles
2025-05-23 21:00:29Z | admin | GetAll | Permission | ID: 0 | Sin detalles
2025-05-23 21:00:31Z | admin | GetAll | Person | ID: 0 | Sin detalles
2025-05-23 21:00:32Z | admin | GetAll | rol | ID: 0 | Sin detalles
2025-05-23 21:00:32Z | admin | GetAll | Permission | ID: 0 | Sin detalles
2025-05-23 21:01:29Z | admin | GetAll | Module | ID: 0 | Sin detalles
2025-05-23 21:57:05Z | admin | GetAll | Module | ID: 0 | Sin detalles
2025-05-23 21:57:07Z | admin | GetAll | Permission | ID: 0 | Sin detalles
2025-05-23 21:57:08Z | admin | GetAll | rol | ID: 0 | Sin detalles
2025-05-23 21:57:16Z | admin | GetAll | Person | ID: 0 | Sin detalles
2025-05-23 21:57:16Z | admin | GetAll | Permission | ID: 0 | Sin detalles
2025-05-23 21:57:17Z | admin | GetAll | Module | ID: 0 | Sin detalles
2025-05-23 21:57:18Z | admin | GetAll | Form | ID: 0 | Sin detalles
2025-05-23 21:58:15Z | admin | GetAll | rol | ID: 0 | Sin detalles
2025-05-23 21:58:16Z | admin | GetAll | Module | ID: 0 | Sin detalles
2025-05-23 21:58:17Z | admin | GetAll | Form | ID: 0 | Sin detalles
2025-05-23 22:09:47Z | admin | GetAll | Permission | ID: 0 | Sin detalles
2025-05-23 22:09:50Z | admin | GetAll | Form | ID: 0 | Sin detalles
2025-05-23 22:09:52Z | admin | GetAll | rol | ID: 0 | Sin detalles
2025-05-23 22:28:20Z | admin | GetAll | Permission | ID: 0 | Sin detalles
2025-05-23 22:46:49Z | admin | GetAll | Form | ID: 0 | Sin detalles
2025-05-23 22:47:27Z | admin | GetAll | Module | ID: 0 | Sin detalles
2025-05-25 17:52:17Z | admin | GetAll | Form | ID: 0 | Sin detalles
2025-05-25 17:52:25Z | admin | GetAll | Module | ID: 0 | Sin detalles
2025-05-25 17:52:34Z | admin | GetAll | Permission | ID: 0 | Sin detalles
2025-05-25 17:52:44Z | admin | GetAll | rol | ID: 0 | Sin detalles
2025-05-25 17:52:48Z | admin | GetAll | Person | ID: 0 | Sin detalles
2025-05-25 17:52:50Z | admin | GetAll | Person | ID: 0 | Sin detalles
2025-05-25 17:52:57Z | admin | GetAll | rol | ID: 0 | Sin detalles
2025-05-25 17:53:00Z | admin | GetAll | rol | ID: 0 | Sin detalles
2025-05-25 17:53:03Z | admin | GetAll | Form | ID: 0 | Sin detalles
2025-05-25 17:53:05Z | admin | GetAll | Permission | ID: 0 | Sin detalles
2025-05-25 17:53:28Z | admin | Update | Permission | ID: 2 | Entidad actualizada
2025-05-25 17:53:28Z | admin | GetAll | Permission | ID: 0 | Sin detalles
2025-05-27 03:09:46Z | admin | GetAll | Form | ID: 0 | Sin detalles
2025-05-27 03:09:50Z | admin | GetAll | rol | ID: 0 | Sin detalles
2025-05-27 03:10:10Z | admin | GetAll | rol | ID: 0 | Sin detalles
2025-05-27 03:29:11Z | admin | GetAll | rol | ID: 0 | Sin detalles
2025-05-27 04:11:37Z | admin | GetAll | Person | ID: 0 | Sin detalles
2025-05-27 04:11:50Z | admin | GetAll | Form | ID: 0 | Sin detalles
2025-05-27 04:11:51Z | admin | GetAll | Module | ID: 0 | Sin detalles
2025-05-27 04:11:52Z | admin | GetAll | Permission | ID: 0 | Sin detalles
2025-05-27 04:11:54Z | admin | GetAll | rol | ID: 0 | Sin detalles
2025-05-27 04:11:55Z | admin | GetAll | Person | ID: 0 | Sin detalles
2025-05-27 04:12:09Z | admin | GetAll | Person | ID: 0 | Sin detalles
2025-05-27 04:12:10Z | admin | GetAll | Person | ID: 0 | Sin detalles
2025-05-27 04:13:10Z | admin | GetAll | Form | ID: 0 | Sin detalles
2025-05-27 04:13:12Z | admin | GetAll | Person | ID: 0 | Sin detalles
2025-05-27 04:13:50Z | admin | GetAll | rol | ID: 0 | Sin detalles
2025-05-27 04:13:53Z | admin | GetAll | Person | ID: 0 | Sin detalles
2025-05-27 04:16:04Z | admin | GetAll | Person | ID: 0 | Sin detalles
2025-05-27 04:17:42Z | admin | GetAll | rol | ID: 0 | Sin detalles
2025-05-27 04:17:49Z | admin | GetAll | Person | ID: 0 | Sin detalles
2025-05-27 04:17:54Z | admin | GetAll | Form | ID: 0 | Sin detalles
2025-05-27 11:49:36Z | andreslozano | GetAll | Person | ID: 0 | Sin detalles
2025-05-27 11:52:50Z | Sandra | GetAll | Module | ID: 0 | Sin detalles
2025-05-27 11:52:52Z | Sandra | GetAll | Form | ID: 0 | Sin detalles
2025-05-27 11:52:58Z | Sandra | GetAll | Permission | ID: 0 | Sin detalles
2025-05-27 11:53:01Z | Sandra | GetAll | rol | ID: 0 | Sin detalles
2025-05-27 11:53:09Z | Sandra | GetAll | Person | ID: 0 | Sin detalles
2025-05-27 11:53:12Z | Sandra | GetAll | rol | ID: 0 | Sin detalles
2025-05-27 11:54:37Z | Sandra | GetAll | rol | ID: 0 | Sin detalles
2025-05-27 11:54:39Z | Sandra | GetAll | Person | ID: 0 | Sin detalles
2025-05-27 11:54:46Z | Sandra | GetAll | Person | ID: 0 | Sin detalles
2025-05-27 11:54:49Z | Sandra | GetAll | Form | ID: 0 | Sin detalles
2025-05-27 11:54:50Z | Sandra | GetAll | Module | ID: 0 | Sin detalles
2025-05-27 11:54:51Z | Sandra | GetAll | Permission | ID: 0 | Sin detalles
2025-05-27 11:54:52Z | Sandra | GetAll | rol | ID: 0 | Sin detalles
2025-05-27 11:54:52Z | Sandra | GetAll | Person | ID: 0 | Sin detalles
2025-05-27 11:54:53Z | Sandra | GetAll | Person | ID: 0 | Sin detalles
2025-05-27 11:54:53Z | Sandra | GetAll | rol | ID: 0 | Sin detalles
2025-05-27 11:54:56Z | Sandra | GetAll | Form | ID: 0 | Sin detalles
2025-05-27 11:55:17Z | Sandra | GetAll | Module | ID: 0 | Sin detalles
2025-05-27 11:55:18Z | Sandra | GetAll | Permission | ID: 0 | Sin detalles
2025-05-27 11:55:18Z | Sandra | GetAll | rol | ID: 0 | Sin detalles
2025-05-27 11:55:19Z | Sandra | GetAll | Person | ID: 0 | Sin detalles
2025-05-27 11:56:03Z | Sandra | GetAll | Person | ID: 0 | Sin detalles
2025-05-27 11:56:07Z | Sandra | GetAll | Person | ID: 0 | Sin detalles
2025-05-27 11:56:09Z | Sandra | GetAll | Person | ID: 0 | Sin detalles
2025-05-27 11:56:11Z | Sandra | GetAll | Person | ID: 0 | Sin detalles
2025-05-27 11:56:28Z | Sandra | GetAll | Person | ID: 0 | Sin detalles
2025-05-27 11:58:06Z | Sandra | GetAll | Module | ID: 0 | Sin detalles
2025-05-27 11:58:07Z | Sandra | GetAll | Permission | ID: 0 | Sin detalles
2025-05-27 11:58:09Z | Sandra | GetAll | Person | ID: 0 | Sin detalles
2025-05-27 11:59:12Z | Sandra | GetAll | Module | ID: 0 | Sin detalles
2025-05-27 11:59:13Z | Sandra | GetAll | Permission | ID: 0 | Sin detalles
2025-05-27 11:59:14Z | Sandra | GetAll | rol | ID: 0 | Sin detalles
2025-05-27 12:03:26Z | Sandra | GetAll | Form | ID: 0 | Sin detalles
2025-05-27 12:03:26Z | Sandra | GetAll | Module | ID: 0 | Sin detalles
2025-05-27 12:03:27Z | Sandra | GetAll | Permission | ID: 0 | Sin detalles
2025-05-27 12:03:28Z | Sandra | GetAll | rol | ID: 0 | Sin detalles
2025-05-27 12:03:29Z | Sandra | GetAll | Person | ID: 0 | Sin detalles
2025-05-27 12:03:30Z | Sandra | GetAll | Person | ID: 0 | Sin detalles
2025-05-27 12:03:31Z | Sandra | GetAll | rol | ID: 0 | Sin detalles
2025-05-27 12:04:36Z | Sandra | GetAll | Form | ID: 0 | Sin detalles
2025-05-27 12:04:37Z | Sandra | GetAll | Module | ID: 0 | Sin detalles
2025-05-27 12:04:37Z | Sandra | GetAll | Permission | ID: 0 | Sin detalles
2025-05-27 12:04:37Z | Sandra | GetAll | rol | ID: 0 | Sin detalles
2025-05-27 12:04:38Z | Sandra | GetAll | Person | ID: 0 | Sin detalles
2025-05-27 12:04:39Z | Sandra | GetAll | Person | ID: 0 | Sin detalles
2025-05-27 12:04:39Z | Sandra | GetAll | rol | ID: 0 | Sin detalles
2025-05-27 12:04:43Z | Sandra | GetAll | Form | ID: 0 | Sin detalles
2025-05-27 12:04:54Z | Sandra | GetAll | Module | ID: 0 | Sin detalles
2025-05-27 12:04:55Z | Sandra | GetAll | Permission | ID: 0 | Sin detalles
2025-05-27 12:04:59Z | Sandra | GetAll | Form | ID: 0 | Sin detalles
2025-05-27 12:05:04Z | Sandra | GetAll | Module | ID: 0 | Sin detalles
2025-05-27 12:05:21Z | Sandra | GetAll | Module | ID: 0 | Sin detalles
2025-05-27 12:05:21Z | Sandra | GetAll | Person | ID: 0 | Sin detalles
2025-05-27 12:05:24Z | Sandra | GetAll | Form | ID: 0 | Sin detalles
2025-05-27 12:05:25Z | Sandra | GetAll | Permission | ID: 0 | Sin detalles
2025-05-27 12:05:31Z | Sandra | GetAll | Form | ID: 0 | Sin detalles
